EARNINGS,S,SM,SF,MALE,AGE,ETHBLACK,ETHHISP,DATE,EXP
17.08886,13,12,12,0,32,0,0,1995,14
20.08457,12,3,8,1,32,0,0,1995,15
18.72691,13,12,14,1,32,0,0,1995,14
17.5906,16,12,13,1,32,0,0,1995,11
14.38829,9,6,6,1,30,0,0,1995,16
24.27563,17,12,16,0,30,0,0,1995,8
24.82164,16,12,12,1,31,0,0,1995,10
14.75722,12,12,9,0,32,0,0,1995,15
14.97858,15,7,12,0,33,0,0,1995,13
11.36306,14,12,13,0,33,0,0,1995,14
26.23833,14,11,12,1,31,0,0,1995,12
9.223261,12,12,12,1,32,1,0,1995,15
15.79022,13,12,12,1,31,1,0,1995,13
13.37004,12,12,12,0,30,1,0,1995,13
15.33275,12,11,12,0,33,1,0,1995,16
7.924626,12,12,12,0,31,1,0,1995,14
12.86829,12,11,12,0,30,1,0,1995,13
14.09314,12,11,11,0,33,0,0,1995,16
15.95255,12,14,9,1,33,0,0,1995,16
21.7669,16,14,16,1,30,0,0,1995,9
13.72421,12,12,10,1,31,0,0,1995,14
33.33656,12,10,10,1,32,0,0,1995,15
21.07331,12,12,6,0,32,1,0,1995,15
7.378609,12,12,9,1,33,1,0,1995,16
13.47334,12,12,10,0,32,0,0,1995,15
23.61155,16,12,12,0,29,0,0,1995,8
12.1747,12,10,12,0,29,0,0,1995,12
22.6966,16,13,16,1,30,0,0,1995,9
29.30783,16,13,16,0,33,0,0,1995,12
20.17312,16,16,16,1,32,0,0,1995,11
13.82751,18,12,19,0,33,0,0,1995,10
18.00381,16,12,18,1,32,0,0,1995,11
17.4873,16,14,12,0,33,0,0,1995,12
12.76499,7,4,8,0,30,0,0,1995,18
8.706758,12,9,11,0,31,1,0,1995,14
12.79451,9,9,9,0,32,1,0,1995,18
9.223261,10,10,6,0,30,0,1,1995,15
24.49698,12,12,12,1,32,0,0,1995,15
11.87956,13,10,8,0,31,1,0,1995,13
8.4854,11,9,7,1,31,1,0,1995,15
17.70866,12,12,12,0,33,1,0,1995,16
13.2815,10,9,8,1,30,0,0,1995,15
8.116469,14,12,12,0,32,1,0,1995,13
12.29276,13,12,12,1,29,1,0,1995,11
10.96461,12,12,12,0,29,0,0,1995,12
25.47096,16,9,9,1,30,0,0,1995,9
9.444619,12,11,5,0,33,0,0,1995,16
20.71913,16,16,14,0,29,0,0,1995,8
32.42161,17,18,16,0,31,0,0,1995,9
29.9424,16,17,16,1,30,0,0,1995,9
35.46159,16,14,18,0,30,0,0,1995,9
24.14281,17,12,18,0,30,0,0,1995,8
33.5284,17,16,16,1,32,0,0,1995,10
16.23294,9,9,9,1,32,0,0,1995,18
12.76499,13,6,6,0,31,1,0,1995,13
8.057441,12,12,14,0,33,0,0,1995,16
19.16963,12,8,8,1,30,0,0,1995,13
17.01507,13,14,12,0,33,0,0,1995,15
8.854331,12,12,11,1,32,0,0,1995,15
14.18169,12,12,12,0,33,0,0,1995,16
16.30673,16,16,17,0,32,0,0,1995,11
14.75722,12,10,12,1,33,0,0,1995,16
6.271818,12,10,12,1,31,0,0,1995,14
23.61155,13,12,12,1,32,0,0,1995,14
48.94969,14,12,12,0,31,0,0,1995,12
25.5595,14,12,12,1,33,0,0,1995,14
9.680735,12,12,12,0,32,0,0,1995,15
14.19644,13,12,12,1,33,0,0,1995,15
29.04221,14,12,12,1,32,0,0,1995,13
12.54364,17,12,10,0,33,1,0,1995,11
14.99333,12,12,6,1,32,1,0,1995,15
18.07759,12,12,12,1,31,0,0,1995,14
22.13583,16,16,12,1,30,0,0,1995,9
21.91447,12,12,10,1,29,0,0,1995,12
16.08537,12,11,12,1,31,0,0,1995,14
17.20691,12,11,12,1,30,0,0,1995,13
14.18169,12,12,12,1,32,0,0,1995,15
10.92034,12,8,8,0,31,0,1,1995,14
15.96731,14,12,12,0,30,0,1,1995,11
27.30085,12,12,10,1,31,0,0,1995,14
24.34941,14,12,15,1,32,0,0,1995,13
19.4205,10,13,8,1,31,0,0,1995,16
9.665978,12,12,9,0,31,0,0,1995,14
21.27991,16,16,20,1,31,0,0,1995,10
14.75722,16,15,16,1,32,0,0,1995,11
12.73548,12,12,12,0,31,0,0,1995,14
31.91986,14,12,16,0,33,0,0,1995,14
18.32846,17,12,16,1,32,0,0,1995,10
21.63408,16,11,8,0,30,0,0,1995,9
10.63995,12,10,12,0,33,0,0,1995,16
7.895112,12,12,8,0,33,0,0,1995,16
29.51443,17,12,12,0,32,0,0,1995,10
27.66978,19,15,12,1,31,0,0,1995,7
16.60187,10,12,12,1,32,0,0,1995,17
56.75626,16,14,16,1,31,0,0,1995,10
27.12377,12,13,10,1,32,0,0,1995,15
10.212,12,12,9,0,29,0,0,1995,12
15.49508,12,12,12,0,30,0,0,1995,13
19.47953,12,10,12,1,31,0,0,1995,14
11.06791,12,10,11,1,32,0,0,1995,15
18.52031,12,11,12,0,30,0,0,1995,13
6.271818,12,11,8,0,31,0,0,1995,14
10.33005,11,11,8,0,30,0,0,1995,14
14.24072,12,12,12,1,31,0,0,1995,14
21.27991,12,12,12,1,30,0,0,1995,13
31.91986,16,16,16,1,32,0,0,1995,11
13.2815,16,16,16,0,30,0,0,1995,9
21.64884,12,10,10,1,32,0,0,1995,15
8.264042,12,12,12,0,33,0,0,1995,16
14.75722,12,12,12,1,30,0,0,1995,13
18.26944,12,12,12,1,32,0,0,1995,15
18.78594,12,12,12,1,31,0,0,1995,14
7.009678,12,9,12,0,32,0,0,1995,15
8.795301,16,12,12,0,31,0,0,1995,10
12.54364,12,12,12,1,32,0,0,1995,15
30.6655,12,12,9,1,33,0,0,1995,16
33.54316,15,8,8,1,33,0,0,1995,13
11.06791,12,8,8,1,30,0,0,1995,13
21.44224,12,12,8,1,30,1,0,1995,13
20.80768,12,12,12,1,33,0,0,1995,16
20.05506,16,12,18,0,32,0,0,1995,11
10.16772,16,12,18,0,31,0,0,1995,10
11.20073,12,12,9,1,33,0,0,1995,16
12.54364,12,12,14,0,30,0,0,1995,13
11.46636,12,7,12,1,32,0,0,1995,15
24.82164,16,12,12,0,32,0,0,1995,11
22.13583,16,12,12,0,32,0,0,1995,11
18.66788,16,12,12,1,31,0,0,1995,10
27.52221,16,12,12,1,32,0,0,1995,11
17.36925,12,8,8,1,32,0,0,1995,15
7.378609,12,12,12,1,31,0,0,1995,14
10.33005,12,12,12,1,33,0,0,1995,16
13.2815,12,12,12,1,32,0,0,1995,15
11.99762,12,9,8,0,33,0,0,1995,16
11.51063,12,9,8,1,32,0,0,1995,15
39.01809,20,14,8,1,30,0,0,1995,5
28.37813,16,12,12,0,33,0,0,1995,12
22.6966,15,15,12,1,31,0,0,1995,11
15.27372,12,8,7,1,32,0,0,1995,15
11.06791,12,9,8,1,30,0,0,1995,13
16.07061,12,12,12,1,30,0,0,1995,13
15.24421,16,12,8,1,32,0,0,1995,11
13.84227,12,12,8,1,31,0,0,1995,14
18.22516,20,12,12,0,33,0,0,1995,8
10.49238,14,8,9,0,30,0,0,1995,11
10.34481,12,12,13,0,32,0,0,1995,15
34.0449,17,12,12,1,30,0,0,1995,8
9.370833,13,12,12,1,33,0,0,1995,15
8.264042,12,12,12,1,30,0,0,1995,13
19.28768,15,16,18,1,32,0,0,1995,12
11.80577,13,0,0,0,31,0,1,1995,13
13.93081,18,6,6,0,31,0,1,1995,8
6.271818,12,4,14,1,32,0,1,1995,15
10.46287,12,4,14,0,31,0,1,1995,14
14.3145,12,4,14,0,29,0,1,1995,12
12.61742,12,6,0,0,33,0,1,1995,16
7.673753,10,6,0,0,30,0,1,1995,15
6.640748,8,5,5,1,32,0,1,1995,19
6.862106,9,8,5,1,30,0,1,1995,16
8.190256,12,9,6,1,33,0,1,1995,16
6.640748,6,3,2,0,31,0,1,1995,20
6.95065,12,4,12,0,32,0,1,1995,15
17.01507,17,12,13,0,33,0,0,1995,11
7.378609,12,3,5,1,30,0,1,1995,13
9.223261,12,5,4,0,32,0,1,1995,15
13.60616,18,7,12,0,31,0,1,1995,8
15.02285,14,7,12,1,30,0,1,1995,11
28.37813,12,10,5,1,30,0,1,1995,13
6.41939,12,0,0,0,32,0,1,1995,15
7.009678,12,0,0,1,30,0,1,1995,13
8.573943,12,4,2,0,30,0,1,1995,13
21.27991,16,12,14,1,33,0,0,1995,12
10.49238,9,5,12,1,33,1,0,1995,19
11.80577,12,7,6,0,32,0,0,1995,15
27.52221,17,12,16,1,31,0,0,1995,9
18.28419,14,12,10,1,30,0,0,1995,11
16.30673,14,7,7,0,31,0,0,1995,12
11.99762,16,12,6,0,32,0,0,1995,11
13.2815,12,5,5,1,31,0,0,1995,14
11.06791,12,11,10,0,30,0,0,1995,13
23.83291,12,11,10,0,33,0,0,1995,16
23.05077,16,11,12,0,32,0,0,1995,11
21.98825,16,11,12,0,30,0,0,1995,9
22.57854,12,12,10,1,32,0,0,1995,15
11.73199,12,12,12,1,30,0,0,1995,13
21.01428,14,12,12,1,31,0,0,1995,12
15.43605,13,9,10,1,31,0,0,1995,13
13.53237,14,9,10,1,30,0,0,1995,11
23.68533,12,12,16,1,30,1,0,1995,13
11.99762,14,11,5,1,32,1,0,1995,13
22.40146,14,5,8,1,32,0,0,1995,13
15.49508,12,9,9,1,33,0,0,1995,16
10.212,12,9,10,1,29,0,0,1995,12
28.37813,12,12,5,1,32,0,0,1995,15
15.39178,12,9,10,1,31,0,0,1995,14
9.223261,12,4,3,0,33,1,0,1995,16
11.98286,12,12,4,1,33,1,0,1995,16
21.39797,13,12,12,1,32,1,0,1995,14
29.72104,16,12,12,0,31,1,0,1995,10
21.27991,17,12,12,0,30,0,0,1995,8
11.06791,11,10,9,1,31,0,0,1995,15
7.378609,12,10,12,0,30,0,0,1995,13
9.356076,12,9,12,0,32,0,0,1995,15
14.89003,12,10,12,1,31,0,0,1995,14
36.89304,16,12,12,0,33,0,0,1995,12
12.39606,13,12,12,1,29,0,0,1995,11
42.55982,12,7,12,1,33,0,0,1995,16
11.06791,12,6,3,0,30,0,0,1995,13
18.81545,12,12,12,1,31,0,0,1995,14
11.80577,12,9,12,1,31,0,0,1995,14
19.36147,12,14,8,1,31,0,0,1995,14
22.13583,11,12,11,1,30,0,0,1995,14
26.44493,15,12,8,1,32,0,0,1995,12
21.27991,17,12,11,0,30,0,0,1995,8
25.08727,16,16,16,0,30,0,0,1995,9
13.97509,20,17,20,1,31,0,0,1995,6
15.59838,16,17,20,0,29,0,0,1995,8
33.80878,16,19,19,0,33,0,0,1995,12
49.93843,18,16,20,1,30,0,0,1995,7
15.56886,13,10,10,1,31,0,0,1995,13
22.13583,12,12,12,1,33,0,0,1995,16
12.76499,12,12,13,1,31,0,0,1995,14
17.72342,16,12,13,1,30,0,0,1995,9
31.52142,17,14,15,1,31,0,0,1995,9
21.27991,12,12,12,0,29,0,0,1995,12
5.666771,13,11,12,1,32,0,0,1995,14
26.66629,16,15,16,1,33,0,0,1995,12
21.27991,18,15,16,1,30,0,0,1995,7
14.38829,20,12,12,1,32,0,0,1995,7
13.2815,9,10,12,1,33,0,1,1995,19
22.13583,12,12,11,1,31,0,0,1995,14
11.80577,12,10,9,1,33,0,0,1995,16
37.83751,13,16,16,1,31,0,0,1995,13
26.23833,16,12,12,0,31,0,0,1995,10
51.4289,16,16,17,0,32,0,0,1995,11
28.37813,16,16,18,1,29,0,0,1995,8
39.20993,18,16,17,1,33,0,0,1995,10
23.33116,16,16,16,1,32,0,0,1995,11
23.25738,18,16,16,1,33,0,0,1995,10
21.27991,17,14,16,0,30,0,0,1995,8
20.57156,12,10,12,1,31,0,1,1995,14
19.67137,14,12,12,1,33,1,0,1995,14
23.34592,12,12,12,1,33,0,0,1995,16
31.09346,12,12,14,1,29,0,0,1995,12
35.04839,12,12,12,1,31,0,0,1995,14
29.79482,12,12,12,1,30,0,0,1995,13
22.13583,12,17,12,1,33,0,0,1995,16
22.22437,14,16,12,1,32,0,0,1995,13
41.4973,20,14,16,1,30,0,0,1995,5
56.75626,16,12,16,0,30,0,0,1995,9
9.370833,12,16,10,1,31,1,0,1995,14
23.64106,13,12,14,1,32,0,0,1995,14
14.89003,16,12,12,0,30,0,0,1995,9
25.82513,16,15,19,1,30,0,0,1995,9
20.29117,10,7,12,1,32,0,0,1995,17
30.01618,16,14,16,1,29,0,0,1995,8
62.06886,20,14,18,0,31,0,0,1995,6
39.12138,16,12,16,1,32,0,0,1995,11
23.64106,16,12,12,0,33,0,0,1995,12
20.6601,15,9,8,1,30,0,1,1995,10
16.69041,12,7,12,1,32,0,0,1995,15
14.68343,10,12,12,1,31,0,0,1995,16
10.46287,14,12,12,1,31,0,0,1995,12
25.08727,12,12,14,1,30,0,0,1995,13
17.70866,12,12,12,1,32,0,0,1995,15
12.29276,12,12,12,1,31,0,0,1995,14
54.21802,16,13,18,1,33,0,0,1995,12
28.37813,16,13,18,1,30,0,0,1995,9
19.40574,12,9,12,0,32,0,0,1995,15
19.33196,16,16,12,0,31,0,0,1995,10
15.46556,18,18,19,0,33,0,0,1995,10
17.14789,16,12,12,1,33,0,0,1995,12
18.44652,16,14,14,1,29,0,0,1995,8
32.42161,17,12,12,1,32,0,0,1995,10
8.854331,12,12,12,0,31,0,0,1995,14
15.49508,11,16,12,1,33,1,0,1995,17
9.223261,12,11,12,0,31,0,0,1995,14
18.50555,12,11,11,1,33,0,0,1995,16
18.8007,12,12,10,0,32,0,0,1995,15
8.4854,12,11,12,0,30,0,0,1995,13
39.34274,12,12,12,0,31,0,0,1995,14
13.2815,12,12,8,1,31,0,0,1995,14
16.7642,12,8,8,1,32,0,0,1995,15
14.47683,12,10,12,0,30,1,0,1995,13
45.06855,16,11,12,1,33,0,0,1995,12
20.05506,16,12,16,0,32,0,0,1995,11
37.15868,16,12,16,1,30,0,0,1995,9
14.01936,14,10,12,0,30,0,0,1995,11
9.252775,15,12,12,0,30,0,0,1995,10
12.1747,12,12,12,0,33,0,0,1995,16
26.94668,17,12,16,0,32,0,0,1995,10
19.86321,14,12,12,0,33,0,0,1995,14
16.4543,12,13,14,0,30,0,0,1995,13
8.854331,12,12,12,1,31,0,0,1995,14
19.92225,12,12,12,1,33,0,0,1995,16
10.33005,12,13,14,0,32,0,0,1995,15
28.74706,16,12,10,1,30,0,0,1995,9
28.37813,16,12,14,1,32,0,0,1995,11
32.15598,18,16,20,1,30,0,0,1995,7
26.06125,16,12,12,0,33,0,0,1995,12
16.30673,12,12,12,1,30,0,0,1995,13
30.78356,19,16,17,0,32,0,0,1995,8
35.41732,16,16,17,0,30,0,0,1995,9
14.01936,14,14,20,1,33,0,0,1995,14
6.41939,13,14,20,1,30,0,0,1995,12
8.854331,12,11,10,0,31,0,0,1995,14
17.72342,16,14,16,1,32,0,0,1995,11
28.37813,20,16,20,1,33,0,0,1995,8
5.533957,12,11,12,0,30,1,0,1995,13
25.08727,12,12,12,1,33,0,0,1995,16
17.33973,11,12,11,1,33,0,0,1995,17
9.223261,12,10,10,0,32,0,0,1995,15
15.39178,12,10,8,0,31,0,0,1995,14
14.75722,12,10,8,1,32,0,0,1995,15
14.75722,12,10,8,0,30,0,0,1995,13
25.2496,12,12,12,0,31,0,0,1995,14
14.75722,12,10,12,0,32,0,0,1995,15
8.500157,12,12,12,1,31,0,0,1995,14
14.89003,12,12,12,1,30,0,0,1995,13
19.90749,14,12,16,1,33,0,0,1995,14
23.05077,12,12,16,0,30,0,0,1995,13
26.47445,20,14,16,1,30,0,0,1995,5
15.49508,12,12,12,0,30,0,0,1995,13
11.30403,12,9,12,0,30,0,0,1995,13
17.64963,14,12,12,1,32,1,0,1995,13
9.931607,19,12,12,1,32,0,0,1995,8
16.4543,18,14,12,0,30,0,0,1995,7
17.72342,12,12,8,0,31,0,0,1995,14
17.70866,12,12,8,1,33,0,0,1995,16
20.26166,12,12,8,1,31,0,0,1995,14
19.50904,12,12,12,0,31,0,0,1995,14
14.75722,14,12,17,0,33,0,0,1995,14
9.961123,12,12,12,0,32,0,0,1995,15
16.30673,12,12,12,0,30,0,0,1995,13
25.08727,13,12,20,1,33,0,0,1995,15
11.06791,18,17,17,1,32,0,0,1995,9
13.13392,9,11,11,1,33,1,0,1995,19
21.20612,12,5,8,1,32,0,1,1995,15
83.00935,10,11,5,0,30,0,1,1995,15
15.71644,12,11,10,1,30,0,0,1995,13
28.37813,16,12,14,1,33,0,0,1995,12
12.72072,13,5,14,1,32,0,1,1995,14
28.37813,13,2,16,1,33,0,1,1995,15
17.01507,15,8,8,1,31,0,0,1995,11
17.33973,12,16,10,0,32,0,1,1995,15
26.56299,13,10,10,0,31,0,0,1995,13
42.55982,20,12,12,1,33,0,0,1995,8
28.74706,16,12,12,0,29,0,0,1995,8
23.75912,18,12,12,0,31,0,0,1995,8
26.47445,12,12,12,1,33,0,1,1995,16
21.27991,13,16,20,0,33,0,1,1995,15
11.42209,16,16,20,0,30,0,1,1995,9
29.86861,17,12,15,0,33,1,0,1995,11
12.91257,12,12,12,1,32,1,0,1995,15
7.74754,12,13,12,0,33,1,0,1995,16
9.592192,10,9,6,0,29,0,0,1995,14
17.63487,12,12,12,1,30,1,0,1995,13
16.41003,10,12,16,1,32,0,0,1995,17
17.72342,18,11,12,0,32,0,0,1995,9
12.77975,10,10,10,0,30,0,0,1995,15
12.54364,12,12,12,1,31,0,0,1995,14
13.34052,12,12,12,0,33,0,0,1995,16
9.828307,14,12,12,0,31,0,0,1995,12
22.6966,16,12,12,0,32,0,0,1995,11
15.49508,12,13,14,1,33,0,0,1995,16
5.238812,13,12,12,1,33,0,0,1995,15
23.64106,18,12,18,1,29,0,0,1995,6
12.64694,16,12,15,0,30,0,0,1995,9
29.91288,18,12,16,1,31,0,0,1995,8
34.31053,16,12,19,0,30,0,0,1995,9
36.89304,17,12,12,0,29,0,0,1995,7
28.98318,12,12,11,1,32,0,0,1995,15
29.44065,18,12,12,1,33,0,0,1995,10
37.83751,18,12,12,1,31,0,0,1995,8
25.08727,12,12,12,1,32,0,0,1995,15
26.94668,13,12,12,1,31,0,0,1995,13
20.57156,17,18,20,1,30,1,0,1995,8
14.75722,12,12,8,1,31,0,0,1995,14
23.2131,12,12,11,1,31,0,0,1995,14
17.84148,12,12,12,1,33,0,0,1995,16
20.77816,16,10,12,0,32,0,0,1995,11
32.46588,12,8,12,1,33,0,0,1995,16
31.09346,16,12,12,1,31,0,0,1995,10
10.35957,17,12,16,0,31,0,0,1995,9
11.80577,12,12,12,1,31,0,0,1995,14
18.28419,13,16,16,0,33,0,0,1995,15
35.41732,13,13,12,1,30,0,0,1995,12
34.0449,17,16,16,1,30,0,0,1995,8
8.116469,7,8,2,0,30,0,1,1995,18
27.12377,11,6,6,1,32,0,0,1995,16
19.86321,12,12,8,1,30,0,0,1995,13
19.18438,13,12,12,0,31,0,0,1995,13
27.44843,14,16,13,1,33,0,0,1995,14
26.23833,13,16,13,1,32,0,0,1995,14
21.27991,16,16,13,1,30,0,0,1995,9
19.28768,16,12,16,1,32,0,0,1995,11
22.6966,16,12,16,1,30,0,0,1995,9
16.08537,12,12,12,1,32,0,0,1995,15
53.19977,12,12,10,1,32,0,0,1995,15
40.58235,12,12,10,1,32,0,0,1995,15
16.30673,13,14,12,0,31,0,0,1995,13
35.41732,12,12,12,1,30,0,0,1995,13
12.76499,11,5,12,1,30,0,0,1995,14
28.37813,12,12,8,1,31,0,0,1995,14
23.46398,14,14,12,1,31,0,0,1995,12
10.07918,12,12,12,0,32,0,0,1995,15
13.84227,12,10,12,0,30,0,0,1995,13
17.0741,12,9,12,1,33,0,0,1995,16
10.63995,12,12,11,0,31,0,0,1995,14
11.3483,12,12,12,1,31,0,0,1995,14
22.6966,15,12,12,1,33,0,0,1995,13
11.06791,12,11,12,0,30,0,0,1995,13
21.82593,13,11,12,0,32,0,0,1995,14
39.72643,13,12,10,1,32,0,0,1995,14
11.06791,16,14,16,1,33,0,0,1995,12
13.50285,11,11,16,1,33,1,0,1995,17
16.30673,15,12,11,0,30,1,0,1995,10
19.59759,12,9,9,1,33,0,0,1995,16
27.78784,16,10,9,0,32,0,0,1995,11
20.1436,12,10,9,0,30,0,0,1995,13
22.87369,12,11,9,1,32,0,0,1995,15
18.52031,10,11,9,0,30,0,0,1995,15
19.15487,17,14,12,0,31,0,0,1995,9
16.52808,12,12,10,1,29,0,0,1995,12
15.56886,12,12,12,1,30,0,0,1995,13
17.70866,9,9,9,1,32,0,0,1995,18
16.0411,12,11,8,0,29,0,0,1995,12
31.52142,18,12,14,1,32,0,0,1995,9
41.42351,16,12,12,1,33,0,0,1995,12
18.44652,18,12,16,1,32,0,0,1995,9
30.90162,12,12,12,1,33,0,0,1995,16
25.08727,12,12,13,1,33,0,0,1995,16
12.15995,12,12,12,1,30,0,0,1995,13
8.854331,13,13,12,0,30,0,0,1995,12
15.81974,12,9,9,1,32,0,0,1995,15
10.33005,13,12,12,0,33,0,0,1995,15
14.24072,12,13,12,1,32,0,0,1995,15
11.90907,16,12,12,1,33,0,0,1995,12
17.13313,12,12,10,1,32,0,0,1995,15
16.54284,16,12,11,1,32,0,0,1995,11
13.2815,16,8,12,0,31,0,0,1995,10
12.91257,16,8,12,0,30,0,0,1995,9
10.33005,10,12,11,1,32,0,0,1995,17
9.592192,12,9,10,1,29,0,0,1995,12
20.6601,16,16,12,0,30,0,0,1995,9
11.7615,12,11,12,0,31,0,0,1995,14
18.96303,10,10,12,0,32,0,0,1995,17
13.72421,17,12,7,1,32,0,0,1995,10
8.854331,12,8,5,0,33,0,0,1995,16
8.854331,12,8,6,1,30,0,0,1995,13
14.89003,14,13,12,0,33,0,0,1995,14
19.64186,13,12,12,1,32,0,1,1995,14
19.28768,16,16,16,1,29,0,0,1995,8
16.4543,16,12,20,0,31,0,0,1995,10
11.80577,14,16,14,1,31,0,0,1995,12
12.76499,16,16,16,0,33,0,0,1995,12
41.85147,18,20,20,1,32,0,0,1995,9
20.48302,9,14,14,1,31,0,0,1995,17
8.736273,12,9,8,0,32,1,0,1995,15
19.18438,16,16,15,0,33,0,0,1995,12
31.91986,16,13,18,0,33,0,0,1995,12
26.26785,16,16,18,1,32,0,0,1995,11
21.92923,16,10,9,0,32,0,0,1995,11
14.49159,15,10,8,0,31,0,0,1995,11
19.18438,12,11,10,1,33,0,0,1995,16
7.74754,12,11,14,1,33,0,0,1995,16
12.63218,12,11,12,1,30,0,0,1995,13
16.57236,10,11,12,0,33,0,0,1995,18
8.4854,12,12,11,0,33,0,0,1995,16
25.52999,12,12,12,0,29,0,0,1995,12
22.13583,12,12,12,0,33,0,0,1995,16
8.4854,12,12,8,0,32,0,0,1995,15
7.762297,11,12,12,0,33,0,0,1995,17
68.63582,16,12,11,1,32,0,0,1995,11
18.44652,13,12,12,0,33,0,0,1995,15
10.33005,16,12,12,1,33,0,0,1995,12
12.29276,12,12,12,1,31,0,0,1995,14
16.92653,12,12,12,1,30,0,0,1995,13
13.82751,12,9,8,0,33,0,0,1995,16
20.61583,12,8,12,0,30,0,0,1995,13
23.64106,18,12,18,1,32,0,0,1995,9
53.65725,12,12,12,1,30,0,0,1995,13
24.58553,12,12,10,1,30,0,0,1995,13
19.33196,12,11,8,0,33,0,0,1995,16
14.32926,14,12,8,0,30,0,0,1995,11
13.6947,15,12,8,0,33,0,0,1995,13
12.76499,12,12,8,1,30,0,0,1995,13
28.18629,12,12,10,1,30,0,0,1995,13
47.29688,15,12,12,0,30,0,0,1995,10
20.99952,13,15,17,1,30,0,0,1995,12
20.63059,17,12,8,0,31,0,0,1995,9
22.6966,18,18,18,1,33,0,0,1995,10
7.74754,16,16,18,1,31,0,0,1995,10
26.56299,16,16,18,0,32,0,0,1995,11
15.46556,16,12,12,1,32,0,0,1995,11
12.1747,13,16,16,0,31,0,0,1995,13
33.72024,16,12,18,1,30,0,0,1995,9
22.6966,16,16,19,1,30,0,0,1995,9
14.01936,12,11,12,1,30,0,0,1995,13
17.14789,12,12,12,0,31,0,0,1995,14
20.79292,12,12,12,1,30,0,0,1995,13
37.60139,19,12,12,0,32,0,0,1995,8
11.27451,12,12,12,0,31,0,0,1995,14
11.06791,12,12,12,1,29,0,0,1995,12
11.80577,14,15,13,1,33,0,0,1995,14
21.27991,12,12,12,0,30,0,0,1995,13
25.52999,12,12,10,0,32,0,0,1995,15
15.49508,12,12,12,0,33,0,0,1995,16
10.99413,12,12,12,0,32,0,0,1995,15
22.13583,12,12,12,1,30,0,0,1995,13
44.27165,19,14,19,1,32,0,0,1995,8
19.99603,12,12,12,1,33,0,0,1995,16
29.79482,16,12,12,1,31,0,0,1995,10
8.854331,12,12,12,0,32,0,0,1995,15
12.54364,16,12,13,1,31,0,0,1995,10
30.39987,19,14,18,1,31,0,0,1995,7
36.11091,16,18,15,1,33,0,0,1995,12
24.31989,16,16,15,1,31,0,0,1995,10
46.11631,16,12,17,1,31,0,0,1995,10
20.74865,17,12,17,1,30,0,0,1995,8
7.378609,16,14,16,0,33,0,0,1995,12
34.1482,18,17,14,1,31,0,0,1995,8
13.11917,13,12,11,0,31,0,0,1995,13
25.52999,16,12,16,1,32,0,0,1995,11
28.95366,12,15,16,1,31,0,0,1995,14
13.11917,12,15,12,0,30,0,0,1995,13
25.4562,16,12,12,1,30,0,0,1995,9
16.4543,18,16,16,1,32,0,0,1995,9
7.791811,12,12,16,1,33,0,0,1995,16
11.68772,12,12,16,0,32,0,0,1995,15
22.6966,16,16,16,1,30,0,0,1995,9
22.29815,18,12,17,0,33,0,0,1995,10
16.02634,12,12,16,1,32,0,0,1995,15
61.47857,17,16,18,1,32,0,0,1995,10
23.40495,18,16,18,1,30,0,0,1995,7
20.29117,12,11,11,1,32,1,0,1995,15
19.39099,12,10,11,1,31,1,0,1995,14
18.44652,13,12,12,1,32,1,0,1995,14
15.43605,8,9,12,1,33,1,0,1995,20
34.0449,15,12,10,1,32,0,0,1995,12
17.01507,16,12,16,1,31,0,0,1995,10
19.18438,14,5,5,0,30,1,0,1995,11
18.21041,12,12,8,1,30,0,0,1995,13
23.05077,9,12,10,0,32,0,0,1995,18
8.854331,12,12,11,1,30,0,0,1995,13
10.03491,12,12,12,0,32,1,0,1995,15
8.854331,17,17,14,0,31,0,0,1995,9
14.75722,14,10,9,1,29,0,0,1995,10
6.271818,12,6,12,1,32,0,0,1995,15
14.75722,12,6,12,1,30,0,0,1995,13
21.39797,16,16,8,0,32,0,0,1995,11
20.6601,12,8,11,0,29,1,0,1995,12
18.44652,12,16,16,1,30,0,0,1995,13
25.16105,16,8,11,0,29,0,0,1995,8
12.91257,9,11,4,1,31,0,0,1995,17
17.87099,12,12,11,0,30,0,0,1995,13
9.592192,12,12,12,1,32,0,0,1995,15
14.34402,13,12,12,0,33,0,0,1995,15
25.08727,12,12,12,1,30,0,0,1995,13
12.54364,12,9,12,0,30,0,0,1995,13
34.0449,14,9,12,1,31,0,0,1995,12
13.57664,11,12,8,0,33,0,0,1995,17
15.80498,12,9,12,0,32,0,0,1995,15
11.20073,13,9,12,0,31,0,0,1995,13
56.75626,18,13,17,1,29,0,0,1995,6
19.67137,16,12,14,1,33,0,0,1995,12
17.72342,16,12,12,0,30,0,0,1995,9
26.66629,17,14,16,1,30,0,0,1995,8
25.52999,18,12,9,1,31,0,0,1995,8
14.56537,12,12,12,1,32,0,0,1995,15
29.51443,12,12,12,1,31,0,0,1995,14
19.81894,12,12,12,1,29,0,0,1995,12
12.54364,12,10,12,1,32,0,0,1995,15
13.6947,8,10,12,1,31,0,0,1995,18
11.98286,12,10,3,0,30,1,0,1995,13
9.592192,12,12,12,0,32,0,0,1995,15
7.378609,12,10,8,0,31,0,0,1995,14
17.32497,12,12,7,1,30,0,0,1995,13
18.96303,18,12,12,0,33,0,0,1995,10
22.88844,18,12,12,0,31,0,0,1995,8
21.69311,12,13,20,0,32,0,0,1995,15
