ID,FEMALE,MALE,AGE,ETHBLACK,ETHHISP,ETHWHITE,S,MARISTAT,SINGLE,MARRIED,COHABIT,OTHSING,ASVABC,CHILDREN,EARNINGS,HOURS,TENURE,CHILDL06,CHILDL16,WORKING,EXP
1336,0,1,27,0,0,1,16,3,0,1,0,0,.7473602,3,28.46,50,5.25,0,0,1,5.673077
1338,1,0,30,0,0,1,18,3,0,1,0,0,1.206659,2,21.63,40,2.596154,0,0,1,6.5
1339,0,1,30,0,0,1,16,2,1,0,0,0,.0396115,2,10,40,1.846154,0,0,1,10.5
1341,0,1,28,0,0,1,18,2,1,0,0,0,1.326655,2,19.5,40,1.557692,0,0,1,3.519231
1342,0,1,31,0,0,1,20,3,0,1,0,0,.1471396,4,26.44,40,.25,0,0,1,2.307692
1344,1,0,28,0,0,1,12,2,1,0,0,0,-.2836666,2,14.4,40,7.576923,0,1,1,9.211538
1345,1,0,31,1,0,0,16,3,0,1,0,0,.7087002,2,16.03,60,.1346154,1,0,1,3.826923
1349,0,1,28,0,0,1,14,3,0,1,0,0,-.3144119,3,20.75,40,1.711538,0,0,1,7.942307
1350,1,0,28,0,1,0,9,2,1,0,0,0,-1.644528,6,10.47,43,2.538461,0,1,1,6.192307
1351,0,1,30,0,1,0,13,2,1,0,0,0,-.6522966,8,12,40,1.923077,0,0,1,8.538462
1352,0,1,28,0,1,0,11,3,0,1,0,0,-1.815619,8,11.81,43,7.711538,1,0,1,9.653846
1353,0,1,27,0,1,0,13,1,0,0,1,0,-1.367805,8,12,40,3.75,1,0,1,6.230769
1360,0,1,30,0,1,0,16,2,1,0,0,0,1.189931,2,15.38,45,6.711538,0,0,1,7.596154
1361,0,1,29,0,0,1,17,1,0,0,1,0,1.427381,2,23.08,50,5.557693,0,0,1,5.557693
1362,1,0,31,0,0,1,14,7,0,0,1,0,.3630172,5,14.53,40,1.923077,0,1,1,6.115385
1364,0,1,31,0,0,1,15,1,0,0,1,0,-.9036676,4,21.22,40,1.461538,1,0,1,3.173077
1367,0,1,27,0,0,1,16,3,0,1,0,0,1.709106,2,22.6,40,4.596154,0,0,1,5.730769
1368,1,0,29,0,1,0,12,2,1,0,0,0,-.7171698,4,13.5,40,8.538462,0,1,1,10.09615
1373,0,1,28,0,0,1,18,2,1,0,0,0,1.839629,2,23.08,45,4.884615,0,0,1,5
1377,0,1,27,0,0,1,12,2,1,0,0,0,-1.846701,1,17,40,4.692307,0,0,1,9.365385
1378,0,1,28,0,0,1,12,1,0,0,1,0,-1.095417,3,17.21,40,7.134615,1,0,1,8.653846
1379,1,0,27,0,0,1,14,3,0,1,0,0,-1.51082,3,9.23,40,4.096154,1,0,1,5.384615
1382,0,1,27,0,0,1,14,1,0,0,1,0,.7001657,3,8.5,40,.25,1,0,1,2.576923
1386,1,0,30,0,1,0,6,8,0,0,0,1,-.7821348,8,11.43,35,4.884615,0,1,1,7.596154
1387,1,0,29,0,1,0,6,1,0,0,1,0,-.8157336,8,8,30,.0576923,1,0,1,6.134615
1388,1,0,27,0,1,0,7,3,0,1,0,0,-1.628929,7,,,0,1,0,0,4.134615
1390,0,1,29,0,0,1,16,2,1,0,0,0,-.3369692,3,17.21,40,.8076923,0,0,1,6.615385
1393,1,0,27,0,1,0,12,2,1,0,0,0,-1.766019,6,12,20,2.269231,0,1,1,2.269231
1394,0,1,27,1,0,0,11,2,1,0,0,0,-.8780164,3,9.5,40,.1346154,0,0,1,4.730769
1396,0,1,27,1,0,0,11,2,1,0,0,0,-2.224672,2,,,0,1,0,0,.6153846
1397,0,1,29,1,0,0,10,6,0,0,0,1,-1.460844,4,8.43,70,.7692308,0,0,1,2.615385
1399,1,0,27,1,0,0,12,8,0,0,0,1,-.9096146,2,13.05,20,1.211538,1,0,1,4.269231
1400,0,1,31,1,0,0,13,1,0,0,1,0,.1094177,7,8.57,35,1.076923,0,0,1,4.615385
1401,0,1,28,1,0,0,12,2,1,0,0,0,-.0135219,7,,,0,1,0,0,5.826923
1403,1,0,30,0,0,1,12,3,0,1,0,0,-.2196427,2,23.08,45,7,0,0,1,7
1406,0,1,28,0,0,1,16,2,1,0,0,0,.9365131,2,15,40,4.307693,0,0,1,4.307693
1407,0,1,28,0,0,1,15,2,1,0,0,0,-.5590814,2,,,0,0,0,0,0
1410,1,0,31,0,0,1,14,3,0,1,0,0,.6818602,2,48.08,40,.0769231,0,1,1,10.44231
1411,1,0,31,0,0,1,16,3,0,1,0,0,.9194931,3,31.25,40,6.192307,1,0,1,9.846154
1412,1,0,29,0,0,1,20,3,0,1,0,0,.8239468,3,25,36,4.5,1,0,1,4.5
1415,1,0,29,0,0,1,12,3,0,1,0,0,-.3125021,4,,,0,1,0,0,7.711538
1416,1,0,29,0,0,1,16,1,0,0,1,0,.6171628,1,7.25,40,5.846154,1,0,1,6.211538
1418,0,1,28,0,0,1,11,1,0,0,1,0,-.491689,7,18,60,.5192308,1,0,1,6.903846
1419,1,0,29,0,0,1,12,7,0,0,1,0,-1.831978,3,,,0,1,0,0,8.826923
1421,0,1,28,0,0,1,18,2,1,0,0,0,1.617043,2,20.16,60,3.019231,0,0,1,4.269231
1422,1,0,29,1,0,0,16,2,1,0,0,0,.2812906,4,18,40,3.615385,0,0,1,6.403846
1424,1,0,28,1,0,0,11,8,0,0,0,1,-2.053752,3,,,0,0,1,0,.8846154
1425,0,1,30,1,0,0,12,3,0,1,0,0,-1.381971,8,8.73,40,1.788462,1,0,1,10.11539
1426,0,1,29,1,0,0,12,1,0,0,1,0,-1.664665,3,21.5,40,7.769231,1,0,1,10.57692
1427,1,0,27,1,0,0,11,2,1,0,0,0,-2.401515,7,9,40,3.653846,1,0,1,4.942307
1428,1,0,31,1,0,0,8,1,0,0,1,0,-1.20232,2,7.25,12,.5769231,0,1,1,3.461539
1429,1,0,30,0,0,1,12,3,0,1,0,0,.1197938,2,14.53,45,1.115385,1,0,1,7.711538
1430,1,0,29,0,0,1,18,3,0,1,0,0,.1081587,2,,,0,0,0,0,0
1431,0,1,31,0,0,1,16,3,0,1,0,0,-.0563218,3,27.68,40,4.134615,1,0,1,4.653846
1432,1,0,29,0,0,1,16,2,1,0,0,0,.2128257,3,0,30,4.442307,0,0,0,7.730769
1433,1,0,27,0,0,1,14,2,1,0,0,0,.5309247,3,22,40,3.442308,0,0,1,6.173077
1435,0,1,29,0,0,1,12,7,0,0,1,0,-.3947729,3,20,60,2.980769,0,1,1,8.692307
1436,1,0,27,0,0,1,9,7,0,0,1,0,-.3746704,3,,,0,1,0,0,5.942307
1438,1,0,29,0,0,1,19,2,1,0,0,0,.9832436,2,37.25,40,3.192308,0,0,1,3.519231
1439,0,1,28,0,0,1,11,3,0,1,0,0,-1.253984,3,20,30,7.846154,1,0,1,9.865385
1440,1,0,30,0,0,1,17,2,1,0,0,0,.895032,2,31,36,6.634615,0,0,1,6.634615
1441,0,1,31,0,0,1,16,3,0,1,0,0,-.4064991,3,31.25,40,.25,0,1,1,3.846154
1442,1,0,30,0,0,1,17,1,0,0,1,0,.0570299,3,10.24,38,1.134615,0,0,1,4.403846
1443,0,1,28,0,0,1,13,2,1,0,0,0,-.0723359,3,20,40,4.153846,0,0,1,7.557693
1444,1,0,30,0,0,1,16,2,1,0,0,0,.125356,2,17.63,38,3.807692,0,0,1,3.807692
1445,1,0,29,0,0,1,14,3,0,1,0,0,1.901873,3,12.5,8,.1346154,1,0,1,5.153846
1446,0,1,27,0,0,1,18,1,0,0,1,0,-.5881774,3,34.07,35,3.365385,0,0,1,3.365385
1447,0,1,28,0,0,1,13,2,1,0,0,0,.9065627,2,11.1,50,.75,0,0,1,7.365385
1449,0,1,31,0,0,1,12,3,0,1,0,0,-.2477112,2,39,40,4.019231,1,0,1,10.94231
1450,1,0,30,0,0,1,17,3,0,1,0,0,2.496489,2,25.05,38,5.192307,0,0,1,7.519231
1452,0,1,28,0,1,0,14,3,0,1,0,0,.0025672,2,,,0,1,0,0,.4423077
1453,1,0,30,0,0,1,20,3,0,1,0,0,1.510998,2,29,24,3.596154,0,0,1,3.596154
1454,1,0,30,0,0,1,18,1,0,0,1,0,2.172134,2,,1,.2307692,0,0,0,5.25
1455,0,1,28,0,0,1,17,3,0,1,0,0,1.436134,2,,,0,1,0,0,0
1456,0,1,31,0,0,1,16,3,0,1,0,0,.7720772,2,17.71,20,3.211539,0,0,1,3.211539
1457,0,1,28,0,0,1,16,2,1,0,0,0,1.692883,2,28.72,40,5.288462,0,0,1,6.230769
1460,0,1,27,0,0,1,16,2,1,0,0,0,1.933778,5,39.74,60,5.519231,0,0,1,5.576923
1462,1,0,27,0,0,1,16,3,0,1,0,0,1.511934,3,16.08,55,1.173077,0,0,1,4.5
1463,0,1,31,0,0,1,16,2,1,0,0,0,1.576113,2,11.25,35,1.307692,0,0,1,7.384615
1465,0,1,27,1,0,0,14,2,1,0,0,0,.0459797,2,,,0,0,1,0,2.538461
1466,1,0,29,1,0,0,17,2,1,0,0,0,.4467595,3,,,.0192308,0,0,0,5.519231
1468,0,1,30,1,0,0,14,2,1,0,0,0,.2606637,2,32.5,40,4.480769,0,0,1,7.480769
1469,0,1,27,1,0,0,12,2,1,0,0,0,-1.235931,4,20,40,6.423077,1,0,1,8.673077
1470,1,0,29,1,0,0,12,1,0,0,1,0,-.4004998,3,7.25,20,.3269231,1,0,1,7.596154
1471,0,1,27,1,0,0,8,2,1,0,0,0,-.9094863,3,7.4,30,3.615385,0,0,1,6.211538
1473,0,1,28,1,0,0,16,2,1,0,0,0,.5874833,5,45.67,40,.5192308,0,0,1,4.75
1476,1,0,30,1,0,0,12,3,0,1,0,0,.208354,4,60,4,3.153846,1,0,1,4.153846
1477,1,0,28,1,0,0,12,3,0,1,0,0,-.1643526,4,18.41,40,.9423077,1,0,1,7.75
1478,0,1,28,1,0,0,12,3,0,1,0,0,-.2250346,4,15.35,40,1.403846,1,0,1,7.307693
1481,0,1,27,1,0,0,12,2,1,0,0,0,.0862959,6,11.5,25,1.326923,0,1,1,1.730769
1484,0,1,31,0,0,1,16,2,1,0,0,0,1.272844,2,18,50,1.826923,0,0,1,8.153846
1485,0,1,28,0,0,1,14,2,1,0,0,0,-.1432872,2,24.8,40,2.480769,0,0,1,6.153846
1486,0,1,27,0,0,1,16,2,1,0,0,0,.4057997,3,6.25,40,.1730769,0,0,1,4.211538
1487,1,0,30,0,0,1,16,3,0,1,0,0,.9848619,3,36.54,40,3,1,0,1,8.25
1488,0,1,31,0,0,1,12,2,1,0,0,0,1.23326,2,,,0,0,1,0,7.192307
1489,1,0,29,0,0,1,12,3,0,1,0,0,-.2571574,2,9.5,40,3.653846,0,1,1,8.442307
1491,0,1,29,0,0,1,17,2,1,0,0,0,1.399448,4,41.59,40,1.096154,0,0,1,6.211538
1493,0,1,28,0,0,1,17,2,1,0,0,0,1.56998,4,19,40,5.730769,0,0,1,5.730769
1494,1,0,31,0,0,1,15,2,1,0,0,0,.4330659,3,12.5,40,.0769231,0,0,1,5.403846
1495,1,0,31,0,0,1,16,6,0,0,0,1,.9461321,3,16,40,1.211538,1,0,1,6.384615
1496,1,0,30,0,0,1,15,3,0,1,0,0,1.6217,3,70,40,9.019231,0,0,1,9.384615
1497,1,0,29,0,0,1,17,3,0,1,0,0,1.276953,1,42.68,41,4.461538,0,0,1,6.230769
1498,1,0,27,0,0,1,17,3,0,1,0,0,-.0261487,2,10,8,.1346154,1,0,1,.7692308
1499,1,0,31,0,0,1,19,2,1,0,0,0,.5104185,2,27.6,40,2.480769,0,0,1,6.769231
1500,1,0,29,1,0,0,18,3,0,1,0,0,-.8896734,3,28.75,40,3.442308,0,0,1,3.442308
1502,1,0,27,1,0,0,14,2,1,0,0,0,-1.002581,7,9.75,35,3.519231,1,0,1,4.961538
1503,0,1,31,0,0,1,16,1,0,0,1,0,.6162734,2,11.25,40,1.788462,0,0,1,5.576923
1504,1,0,28,0,0,1,16,2,1,0,0,0,.1266861,2,11,40,2.942308,0,0,1,5.884615
1505,0,1,27,0,1,0,13,1,0,0,1,0,-.3500327,6,12,40,1.038462,1,0,1,7.5
1509,1,0,29,0,1,0,9,2,1,0,0,0,-.8886023,4,10,35,.5769231,1,0,1,6.923077
1510,0,1,31,0,0,1,9,1,0,0,1,0,-.2798371,6,16.5,45,4.576923,0,0,1,10.17308
1511,1,0,29,0,0,1,12,2,1,0,0,0,.3730971,6,9.4,40,.1346154,0,1,1,8.096154
1512,1,0,27,0,0,1,10,2,1,0,0,0,-1.437619,6,,,0,1,0,0,6.230769
1513,1,0,27,0,0,1,12,8,0,0,0,1,-.5108439,6,7.25,20,.1153846,0,0,1,6.788462
1514,0,1,29,1,0,0,13,2,1,0,0,0,-.4173412,5,23.08,2,1.134615,0,0,1,7.25
1517,1,0,28,0,1,0,15,1,0,0,1,0,-.3349182,4,16,35,3.769231,0,0,1,3.769231
1520,0,1,27,0,0,1,12,3,0,1,0,0,-.8376792,4,17.5,40,.6730769,0,0,1,6.942307
1524,1,0,30,1,0,0,15,4,0,0,0,1,.9026532,4,0,40,2.326923,0,1,0,7.211538
1525,0,1,31,1,0,0,17,3,0,1,0,0,.4441155,5,62.5,40,2.634615,0,0,1,7.038462
1530,0,1,31,0,0,1,16,3,0,1,0,0,.6906722,2,25,40,.7115384,1,0,1,8.461538
1531,1,0,28,0,0,1,17,2,1,0,0,0,.4946733,2,24.04,40,5.076923,0,0,1,5.557693
1532,0,1,29,0,0,1,17,2,1,0,0,0,.0407021,3,8.1,30,2.673077,0,0,1,2.673077
1534,1,0,31,0,0,1,12,2,1,0,0,0,-.4368855,4,8,22,4.173077,0,0,1,7.75
1535,0,1,29,0,0,1,8,2,1,0,0,0,-.5047315,4,10,40,2.5,0,0,1,8.961538
1540,1,0,27,0,0,1,12,1,0,0,1,0,-1.253163,6,8,20,.2307692,0,0,1,3.711539
1541,1,0,27,0,0,1,12,2,1,0,0,0,.8437117,3,,,0,1,0,0,5.480769
1542,1,0,28,0,1,0,19,3,0,1,0,0,-.8614035,2,9,40,1.442308,1,0,1,1.442308
1543,1,0,29,0,0,1,18,3,0,1,0,0,.8448277,2,19.83,55,5.057693,1,0,1,5.192307
1544,1,0,27,0,0,1,16,3,0,1,0,0,.9826991,2,9,40,.75,0,0,1,5.096154
1545,0,1,29,0,0,1,14,2,1,0,0,0,1.294766,2,11,40,2.153846,0,0,1,5.115385
1546,1,0,28,0,0,1,15,2,1,0,0,0,.8939019,2,10,40,1.519231,0,0,1,5.346154
1549,0,1,27,0,1,0,20,3,0,1,0,0,1.217102,4,60,50,.4230769,1,0,1,.4230769
1550,1,0,29,0,0,1,16,3,0,1,0,0,.574896,3,29.13,45,6.019231,1,0,1,7.653846
1551,1,0,31,0,0,1,19,3,0,1,0,0,.3073247,4,33.76,45,3,0,0,1,3
1552,0,1,27,0,0,1,13,1,0,0,1,0,.1021101,3,6.2,45,.1923077,0,0,1,5.230769
1556,0,1,28,1,0,0,20,2,1,0,0,0,-.0369861,2,8.5,20,.7115384,0,0,1,.7115384
1557,1,0,27,1,0,0,16,2,1,0,0,0,.2538269,2,6.74,40,1.711538,0,0,1,1.711538
1559,0,1,29,0,0,1,12,3,0,1,0,0,-.2608719,3,12.5,40,.3269231,1,0,1,9.519231
1560,0,1,27,0,1,0,12,3,0,1,0,0,.4570958,3,17,40,6.115385,1,0,1,6.173077
1562,0,1,27,0,1,0,9,2,1,0,0,0,-.1728023,5,8.65,40,.9230769,1,0,1,7.019231
1563,0,1,28,1,0,0,14,1,0,0,1,0,-.572623,2,10.42,50,.6730769,1,0,1,7.923077
1565,1,0,27,1,0,0,18,2,1,0,0,0,-.1480892,2,21.63,40,3.192308,0,0,1,3.192308
1570,0,1,30,0,1,0,12,3,0,1,0,0,.22345,7,15,40,2.673077,0,1,1,9.75
1571,1,0,29,0,1,0,14,4,0,0,0,1,-.4193358,7,13.5,40,8.846154,1,0,1,8.846154
1572,0,1,29,0,0,1,16,3,0,1,0,0,.5615875,1,17,20,.4807692,1,0,1,5.653846
1573,0,1,30,0,0,1,13,3,0,1,0,0,.8553635,2,13.16,38,3.692308,0,0,1,10.80769
1574,1,0,28,0,0,1,16,3,0,1,0,0,.9572914,3,16.67,15,1.711538,1,0,1,5.634615
1575,1,0,30,0,0,1,14,3,0,1,0,0,.1576655,2,16.5,15,3.115385,1,0,1,6.326923
1578,0,1,30,0,0,1,12,2,1,0,0,0,.008183,4,13,40,6.423077,0,0,1,11.30769
1580,0,1,31,1,0,0,9,2,1,0,0,0,-.7902938,3,8.5,40,.3269231,0,1,1,4.519231
1582,1,0,31,0,0,1,12,7,0,0,1,0,.1013511,3,9.29,40,2.711539,0,1,1,8.019231
1586,0,1,28,0,1,0,15,2,1,0,0,0,-2.1045,6,15,40,.8269231,0,0,1,4.730769
1587,1,0,29,0,0,1,13,2,1,0,0,0,.5846891,2,14.5,40,4.365385,0,1,1,10.21154
1588,1,0,27,0,0,1,12,1,0,0,1,0,.4958526,2,7.25,30,.3461539,0,0,1,8.980769
1589,0,1,30,0,1,0,12,2,1,0,0,0,.1775467,1,12,35,.1346154,0,0,1,12.73077
1592,1,0,30,0,0,1,18,3,0,1,0,0,.9398965,3,34.62,40,3.826923,1,0,1,5.884615
1593,1,0,28,0,0,1,12,3,0,1,0,0,-.2642222,3,9.29,35,.1730769,0,1,1,8.788462
1594,1,0,31,1,0,0,10,4,0,0,0,1,-.468586,3,,,0,1,0,0,.0961538
1595,1,0,29,1,0,0,15,2,1,0,0,0,.5929098,3,,,0,0,1,0,.2307692
1600,1,0,29,0,1,0,8,2,1,0,0,0,-.7511145,3,0,45,.3076923,0,1,0,8.480769
1612,1,0,29,0,0,1,14,2,1,0,0,0,.3420334,3,17.5,40,.7692308,0,0,1,9.5
1618,0,1,31,0,0,1,12,2,1,0,0,0,1.120062,5,20,16,2.269231,0,0,1,6.519231
1620,0,1,27,0,0,1,17,1,0,0,1,0,.6063884,3,,,0,0,0,0,1.865385
1623,0,1,28,0,0,1,16,2,1,0,0,0,2.034622,2,4.15,50,.9807692,0,0,1,5.942307
1624,1,0,27,0,0,1,16,2,1,0,0,0,1.490548,2,41.96,55,3.461539,0,0,1,4.634615
1627,0,1,29,0,0,1,12,2,1,0,0,0,.565101,2,20.9,40,5.25,0,0,1,8.942307
1628,0,1,28,0,0,1,10,2,1,0,0,0,.0730752,2,,,0,0,0,0,6.615385
1629,1,0,29,0,0,1,19,2,1,0,0,0,2.121543,3,34,,2.057692,0,0,1,4.269231
1630,1,0,30,0,0,1,16,2,1,0,0,0,1.56206,2,16.03,60,5.096154,0,0,1,6.211538
1632,0,1,27,0,0,1,16,2,1,0,0,0,.6828643,3,9,24,2.423077,0,0,1,4.442307
1633,1,0,31,0,0,1,17,2,1,0,0,0,1.365946,3,17.88,40,4.057693,0,0,1,8.5
1634,1,0,27,0,0,1,16,2,1,0,0,0,.8856348,3,5,40,2.153846,0,0,1,4.153846
1639,1,0,27,0,0,1,20,3,0,1,0,0,.8667774,2,42.86,50,3.307692,0,0,1,3.365385
1641,1,0,28,0,0,1,10,3,0,1,0,0,-1.731016,3,20.19,40,9.673077,0,1,1,10.98077
1642,1,0,28,0,0,1,16,2,1,0,0,0,.7206463,3,28.85,50,6.134615,0,0,1,6.134615
1644,1,0,30,0,0,1,16,3,0,1,0,0,.6369578,4,32.69,50,5.019231,1,0,1,8.25
1645,0,1,30,0,0,1,16,2,1,0,0,0,.7813101,2,21.63,40,4.230769,0,0,1,7.134615
1646,0,1,29,0,0,1,14,1,0,0,1,0,.0111046,3,14.5,50,2.942308,1,0,1,9.365385
1647,1,0,29,0,0,1,20,3,0,1,0,0,1.446398,3,11.3,70,2.25,1,0,1,2.25
1648,0,1,30,0,0,1,10,2,1,0,0,0,.7170844,1,9,16,1.192308,0,0,1,6.980769
1649,0,1,30,0,0,1,18,3,0,1,0,0,.2264943,3,23.16,40,5.346154,1,0,1,5.346154
1654,0,1,31,0,0,1,16,3,0,1,0,0,.8353161,3,36.92,50,4.826923,1,0,1,10.75
1659,0,1,29,0,1,0,12,3,0,1,0,0,-.6177313,2,19,40,9.153846,1,0,1,9.711538
1664,0,1,28,0,0,1,9,2,1,0,0,0,-.1327046,1,37.5,40,.6346154,1,0,1,1.634615
1665,0,1,30,0,0,1,8,2,1,0,0,0,.4274322,2,,,0,0,0,0,2.923077
1666,0,1,30,0,0,1,9,8,0,0,0,1,-.6269066,3,9.5,34,4.057693,1,0,1,9.346154
1667,0,1,27,0,0,1,12,2,1,0,0,0,.0779935,5,7.5,40,.4230769,0,0,1,5.615385
1669,1,0,30,0,0,1,16,2,1,0,0,0,1.53791,2,19.23,50,3.884615,0,0,1,6.807693
1670,1,0,31,0,0,1,16,3,0,1,0,0,.8423279,9,,,0,1,0,0,.9423077
1671,1,0,29,0,0,1,17,2,1,0,0,0,.3237508,9,17.5,40,3,0,0,1,5.057693
1672,1,0,28,0,0,1,16,3,0,1,0,0,.6733673,9,25,10,2.153846,1,0,1,5.230769
1673,1,0,29,0,0,1,14,8,0,0,0,1,.4243228,2,11,50,.6346154,1,0,1,7.519231
1675,0,1,27,0,0,1,13,1,0,0,1,0,.7660453,3,,,0,0,0,0,1.5
1676,0,1,31,0,0,1,13,2,1,0,0,0,.5489597,3,60.9,60,5.884615,0,0,1,10.63461
1678,0,1,28,0,0,1,17,2,1,0,0,0,.6282049,4,7.69,60,.7884616,0,0,1,4.134615
1679,1,0,29,0,0,1,14,3,0,1,0,0,-.1254498,3,57.69,2,1.25,1,0,1,6.019231
1680,1,0,29,0,0,1,16,2,1,0,0,0,1.275941,2,25.64,45,3.384615,0,0,1,6.942307
1682,1,0,31,0,0,1,16,3,0,1,0,0,.0027622,2,35.1,40,4.980769,0,0,1,9
1683,0,1,31,0,1,0,12,3,0,1,0,0,1.114821,4,,,0,0,1,0,4.788462
1689,1,0,27,0,0,1,10,8,0,0,0,1,.0059996,3,,,0,0,1,0,2.288461
1690,1,0,28,0,0,1,8,2,1,0,0,0,-.5474806,4,10.42,48,6.961538,1,0,1,7.423077
1691,1,0,28,0,0,1,8,3,0,1,0,0,-.9103297,4,9.25,37,2.884615,1,0,1,7.769231
1692,0,1,30,0,0,1,16,3,0,1,0,0,1.166262,4,0,40,4.692307,0,0,0,7.711538
1693,0,1,27,0,0,1,16,1,0,0,1,0,.1214496,3,35,40,.0961538,0,0,1,2.615385
1694,0,1,29,0,0,1,16,3,0,1,0,0,1.383519,3,0,55,5.865385,1,0,0,7.961538
1695,0,1,27,0,0,1,16,3,0,1,0,0,1.310635,3,21.05,50,3.211539,0,0,1,3.865385
1697,1,0,27,0,0,1,16,3,0,1,0,0,.4510858,2,35.19,40,5.826923,1,0,1,5.826923
1700,0,1,29,0,0,1,16,1,0,0,1,0,-.9650306,2,19.55,55,6.980769,1,0,1,6.980769
1701,0,1,27,0,0,1,13,2,1,0,0,0,-.6011922,2,25,40,5.230769,0,0,1,6.884615
1703,1,0,31,0,0,1,15,3,0,1,0,0,.4303885,3,,,0,0,1,0,8.942307
1704,0,1,29,0,0,1,16,3,0,1,0,0,.3763447,3,21.25,40,4.019231,0,0,1,5.75
1705,1,0,30,0,0,1,10,7,0,0,1,0,-1.818285,8,,,0,0,1,0,0
1706,1,0,27,0,0,1,7,5,0,0,1,0,-.3600818,9,83.33,3,.3076923,1,0,1,1.192308
1711,0,1,31,0,0,1,12,3,0,1,0,0,.5209641,5,5.88,51,.9038461,0,1,1,6.230769
1715,0,1,30,0,0,1,12,8,0,0,0,1,-2.274778,5,40,50,9.903846,0,1,1,11.71154
1716,1,0,29,0,0,1,11,3,0,1,0,0,-2.06491,5,,,0,1,0,0,0
1717,1,0,27,0,0,1,7,8,0,0,0,1,-.8418996,5,7.35,20,.1346154,1,0,1,6.75
1720,0,1,30,0,0,1,12,1,0,0,1,0,-1.913176,7,10.84,40,1.076923,1,0,1,10.71154
1733,1,0,30,0,0,1,8,1,0,0,1,0,.4524776,2,10,35,.0192308,1,0,1,10.21154
1734,0,1,28,0,0,1,8,2,1,0,0,0,-.6627442,3,12,40,2.307692,0,0,1,9.115385
1735,0,1,31,0,0,1,12,3,0,1,0,0,.6666397,3,27.13,40,10.01923,0,1,1,13.01923
1739,1,0,29,0,0,1,12,3,0,1,0,0,-.4411559,2,,,0,1,0,0,7.346154
1744,0,1,28,0,0,1,12,3,0,1,0,0,-.6592965,3,31.95,40,6.269231,1,0,1,9.692307
1745,1,0,27,0,0,1,14,3,0,1,0,0,-.459526,4,11,35,.6346154,0,0,1,3.442308
1746,0,1,29,0,0,1,14,3,0,1,0,0,-1.599856,2,28.5,40,1.192308,0,0,1,8.846154
1752,1,0,28,0,0,1,17,2,1,0,0,0,1.043147,4,38.46,40,3.865385,0,0,1,5.557693
1753,0,1,31,0,0,1,14,3,0,1,0,0,.983334,2,13.33,40,.3076923,0,0,1,4.961538
1755,0,1,31,0,0,1,18,1,0,0,1,0,1.507094,1,32.52,55,7.25,0,0,1,7.788462
1757,0,1,28,0,0,1,18,3,0,1,0,0,.3564833,3,31.49,40,2.230769,0,0,1,3.615385
1765,0,1,28,0,0,1,12,1,0,0,1,0,.8258796,7,11.25,32,.6346154,1,0,1,6.557693
1766,0,1,29,0,0,1,10,2,1,0,0,0,.5312405,2,8.25,23,1.153846,0,0,1,8.269231
1768,0,1,31,1,0,0,13,2,1,0,0,0,-.4642581,4,12.35,40,2.403846,0,1,1,10.30769
1769,1,0,30,1,0,0,16,1,0,0,1,0,.0116538,3,20.65,37,4.865385,1,0,1,4.865385
1772,1,0,29,0,0,1,16,3,0,1,0,0,1.263123,3,13.46,40,3.615385,1,0,1,7.442307
1773,1,0,27,0,0,1,16,3,0,1,0,0,.1961257,3,14.62,50,1.75,1,0,1,1.75
1776,1,0,31,0,0,1,15,3,0,1,0,0,.7171902,3,22.5,40,1.538462,0,0,1,5.692307
1777,0,1,30,0,0,1,10,2,1,0,0,0,-1.665038,2,12,40,1.461538,1,0,1,8.673077
1778,0,1,28,0,0,1,14,3,0,1,0,0,-.0124332,5,15,40,.4615385,1,0,1,5
1779,0,1,27,0,0,1,14,1,0,0,1,0,-.3739223,6,27.65,40,6.288462,0,0,1,7.903846
1783,1,0,30,0,0,1,18,3,0,1,0,0,.4746838,4,13,38,2.326923,0,0,1,4.865385
1784,1,0,28,0,0,1,19,2,1,0,0,0,.824946,2,25,20,2.173077,0,0,1,3.326923
1786,1,0,31,1,0,0,16,4,0,0,0,1,-.8450527,3,10,55,3.788461,0,1,1,11.44231
1787,0,1,27,1,0,0,11,1,0,0,1,0,-1.697699,1,8,30,.25,0,0,1,2.5
1789,1,0,28,1,0,0,9,4,0,0,0,1,-1.128722,7,,,0,1,0,0,1.769231
1790,0,1,31,1,0,0,12,1,0,0,1,0,-2.201861,5,7,20,.3653846,0,1,1,6.730769
1791,0,1,29,1,0,0,10,1,0,0,1,0,-.5605286,5,9.5,40,.6346154,1,0,1,3.692308
1793,1,0,28,1,0,0,15,3,0,1,0,0,-.2699559,4,15,24,2.615385,1,0,1,5.826923
1794,0,1,28,1,0,0,12,3,0,1,0,0,-1.285508,5,,,0,1,0,0,4.903846
1797,0,1,28,0,0,1,16,3,0,1,0,0,.1523027,3,18.23,40,4.826923,1,0,1,4.826923
1802,0,1,28,0,0,1,16,3,0,1,0,0,-.2702309,3,15.06,60,3,1,0,1,3
1804,1,0,28,0,0,1,16,2,1,0,0,0,1.295882,2,12.6,36,2.384615,0,0,1,2.384615
1805,0,1,27,1,0,0,15,2,1,0,0,0,.5458357,5,,,0,0,0,0,.4615385
1807,0,1,30,0,0,1,14,3,0,1,0,0,.6606339,3,21,38,5.192307,1,0,1,7.769231
1809,0,1,30,0,0,1,18,3,0,1,0,0,1.098546,4,31.25,40,.75,0,0,1,1.903846
